,Unnamed: 0,text,sentiment_id,sentiment
545,378,"Dark days and cold nights also passed over the old bell, and it noticed them not; but the bell in the man's heart felt it to be a gloomy time.",6,Sad
546,379,"The corpse lay in a bedroom, near to the one in which we sat, and the old man was in great distress and weeping like a child.",6,Sad
547,380,"He spoke to my father, and to a few neighbors who were there, of how lonely he should feel now she was gone, and how good and true she, his dead wife, had been during the number of years that they had passed through life together, and how they had become acquainted, and learnt to love each other.",6,Sad
548,381,"And then he talked of his wedding-day; and his eyes brightened, and he seemed to be carried back, by his words, to that joyful time.",4,Happy
549,382,"And the old attendant nodded and looked very pleased, and then he carried the tin soldier into the house.",4,Happy
550,383,"""Oh,"" replied the old man, ""I have pleasant thoughts of all that has passed, recalled by memory; and now you are come to visit me, and that is very pleasant.""",4,Happy
551,384,"""I cannot endure it,"" said the tin soldier, who stood on a shelf, ""it is so lonely and dull here.",6,Sad
552,385,"Then the old man came back with a pleasant face; and brought with him beautiful preserved fruits, as well as apples and nuts; and the little boy thought no more of the tin soldier.",4,Happy
553,386,"How happy and delighted the little boy was; and after he returned home, and while days and weeks passed, a great deal of nodding took place from one house to the other, and then the little boy went to pay another visit.",4,Happy
554,387,"""I cannot bear it any longer,"" said the tin soldier; ""I have wept tears of tin, it is so melancholy here.",6,Sad
555,388,"Then he looked at the picture he had bought at the broker's, and his eyes sparkled brightly as he nodded at it, and said, ""Ah, she could sing that tune.""",4,Happy
556,389,"The sparrows assembled in dozens upon the wild vines, and chattered all together as loud as they could, but not about the old house; none of them could remember it, for many years had passed by, so many indeed, that the little boy was now a man, and a really good man too, and his parents were very proud of him.",4,Happy
557,390,"""Let me see him,"" said the young man, and then he smiled and shook his head, and said, ""It can scarcely be the same, but it reminds me of something that happened to one of my tin soldiers when I was a little boy.""",4,Happy
558,391,"""Yes, terribly lonely,"" cried the tin soldier; ""still it is delightful not to be forgotten.""",4,Happy
559,392,"He bent his head mournfully, and sighed in deep sorrow, as an unquiet spirit might sigh.",6,Sad
560,393,"Song doth not carry them forth over the lands, nor into the hearts of men; therefore I have no rest and no peace.""",6,Sad
561,394,Then the face of the dead one gleamed like the margin of the cloud in the moonlight.,4,Happy
562,395,How sweetly they sing there; it is quite a pleasure to listen to them!,4,Happy
563,396,"""Well, then, why do you lie in my way?"" she retorted, ""you must not be so touchy.",2,Angry-Disgusted
564,397,"I have nerves of my own, but I do not cry 'tweet.'""",2,Angry-Disgusted
565,398,"When madam awoke afterwards, there he stood before her with a little corn he had found, and laid it at her feet; but as she had not slept well, she was naturally in a bad temper.",2,Angry-Disgusted
566,399,"Don't stand there, looking so stupid.""",2,Angry-Disgusted
567,400,"""Impertinent creature!"" exclaimed the Portuguese duck: ""would you compare me with the cat- that beast of prey?",2,Angry-Disgusted
568,401,"""You'll kill me with your crowing,"" she cried, ""it's all your fault.",2,Angry-Disgusted
569,402,"""We shall never have another singing-bird again amongst us; he was almost a Chinese,"" they whispered, and then they wept with such a noisy, clucking sound, that all the other fowls clucked too, but the ducks went about with redder eyes afterwards.",6,Sad
570,403,"""Justice must still be carried out, even when one has relations and good friends among the prize committee; but that the snail should have received the second prize, I consider almost an insult to myself"" ""No,"" said the fence-rail, who had been a witness at the distribution of prizes; ""there should be some consideration for industry and perseverance.",2,Angry-Disgusted
571,404,"But I do not understand chattering and boasting; on the contrary, I despise it.""",2,Angry-Disgusted
572,405,And the snail spat at them with contempt.,2,Angry-Disgusted
573,406,"She was frightened, and wanted to throw the red shoes away; but they stuck fast.",3,Fearful
574,407,"""Mercy!"" cried Karen.",3,Fearful
575,408,"And she went quickly up to the church-door; but when she came there, the red shoes were dancing before her, and she was frightened, and turned back.",3,Fearful
576,409,"During the whole week she was sad and wept many bitter tears, but when Sunday came again she said: ""Now I have suffered and striven enough.",6,Sad
577,410,"Then she became terrified, and turned back and repented right heartily of her sin.",3,Fearful
578,411,"On the following Sunday they all went to church, and she was asked whether she wished to go too; but, with tears in her eyes, she looked sadly at her crutches.",6,Sad
579,412,"Here she sat down with her hymn-book, and as she was reading it with a pious mind, the wind carried the notes of the organ over to her from the church, and in tears she lifted up her face and said: ""O God! help me!""",6,Sad
580,413,"""What! is he going to propose to me?"" said the scissors, and she became so angry that she cut too sharply into the shirt collar, and it was obliged to be thrown by as useless.",2,Angry-Disgusted
581,414,"""Summer cannot show a more beautiful sight,"" she exclaimed, while her eyes sparkled.",4,Happy
582,415,"The girl laughed, and nodded at the Snow Man, and then tripped away over the snow with her friend.",4,Happy
583,416,"""But we are very much frightened,"" said the young storks, and they drew back their heads into the nests.",3,Fearful
584,417,"""Oh, o- h!"" cried the young storks.",7,Surprised
585,418,"The young storks were very angry, and grew worse as they grew older; so at last their mother was obliged to promise that they should be revenged, but not until the day of their departure.",2,Angry-Disgusted
586,419,"The emperor ordered them to be carried into the great hall where the princess was just playing ""Visitors are coming"" with her ladies-in-waiting; when she saw the large cases with the presents therein, she clapped her hands for joy.",4,Happy
587,420,"""You are right,"" said the emperor, and began to cry like a little child.",6,Sad
588,421,"When the princess with her ladies passed by and heard the tune, she stopped and looked quite pleased, for she also could play it- in fact, it was the only tune she could play, and she played it with one finger.",4,Happy
589,422,That was a pleasure!,4,Happy
590,423,The ladies danced and clapped their hands for joy.,4,Happy
591,424,"""Go out of my sight,"" said the emperor, for he was very angry; and both the princess and the swineherd were banished from the empire.",2,Angry-Disgusted
592,425,"There she stood and cried, the swineherd scolded her, and the rain came down in torrents.",6,Sad
593,426,"Oh, how wretched I am!""",6,Sad
594,427,"""Ugh, you beast!"" said the farm laborer who emptied the bucket, when he saw the toad.",2,Angry-Disgusted
595,428,She was glad that in her ugliness she had frightened the fowls.,4,Happy
596,429,"Yes, I shall get to Egypt, for I feel so happy!",4,Happy
597,430,"Far in the interior of the wood, where a noisy swarm of laborers were working, stood Waldemar Daa and his three daughters, and all were laughing at the wild cries of the birds, excepting one, the youngest, Anna Dorothea, who felt grieved to the heart; and when they made preparations to fell a tree that was almost dead, and on whose naked branches the black stork had built her nest, she saw the poor little things stretching out their necks, and she begged for mercy for them, with the tears in her eyes.",6,Sad
598,431,"Ida and Anna Dorothea wept bitterly, Joanna stood, pale and proud, biting her lips till the blood came; but what could that avail?",6,Sad
599,432,I suppose he is under the ground now; and Ida- alas! alas! it is not ended yet; miserable that I am!,6,Sad
600,433,"However, he passed a very pleasant time; went to the theatre, drove in the king's garden, and gave a great deal of money to the poor, which was very good of him; he remembered what it had been in olden times to be without a shilling.",4,Happy
601,434,"Now he was rich, had fine clothes, and many friends, who all declared he was a fine fellow and a real gentleman, and all this gratified him exceedingly.",4,Happy
602,435,"""And here is one, and there is another!"" they all exclaimed; for there were crosses on all the doors in every direction.",7,Surprised
603,436,"The shoemaker's boy liked the idea of getting the four shillings, so he ran very fast and fetched the tinder-box, and gave it to the soldier.",4,Happy
604,437,"The princess came out of the copper castle, and became queen, which was very pleasing to her.",4,Happy
605,438,"It touched the tin soldier so much to see her that he almost wept tin tears, but he kept them back.",4,Happy
606,439,"But the ball, which wore a dress of morocco leather, and thought as much of herself as any other young lady, would not even condescend to reply.",2,Angry-Disgusted
607,440,"""I know very well where she is,"" sighed the top; ""she is in the swallow's nest, and has married the swallow.""",6,Sad
608,441,"""Ah,"" she exclaimed, ""here is a gilt top.""",7,Surprised
609,442,"The duck stared at it and exclaimed, ""It is very large and not at all like the others.",7,Surprised
610,443,"""He is too big,"" they all said, and the turkey cock, who had been born into the world with spurs, and fancied himself really an emperor, puffed himself out like a vessel in full sail, and flew at the duckling, and became quite red in the head with passion, so that the poor little thing did not know where to go, and was quite miserable because he was so ugly and laughed at by the whole farmyard.",6,Sad
611,444,"Here he remained the whole night, feeling very tired and sorrowful.",6,Sad
612,445,How they terrified the poor duckling!,3,Fearful
613,446,"She laid good eggs, and her mistress loved her as if she had been her own child.",4,Happy
614,447,"So the duckling sat in a corner, feeling very low spirited, till the sunshine and the fresh air came into the room through the open door, and then he began to feel such a great longing for a swim on the water, that he could not help telling the hen.",6,Sad
615,448,All this was very sad for the poor little duckling.,6,Sad
616,449,The duckling had never seen any like them before.,7,Surprised
617,450,"Could he ever forget those beautiful, happy birds; and when at last they were out of his sight, he dived under the water, and rose again almost beside himself with excitement.",4,Happy
618,451,"The warmth revived the poor little creature; but when the children wanted to play with him, the duckling thought they would do him some harm; so he started up in terror, fluttered into the milk-pan, and splashed the milk about the room.",3,Fearful
619,452,"Then the woman clapped her hands, which frightened him still more.",3,Fearful
620,453,"The duckling remembered the lovely birds, and felt more strangely unhappy than ever.",6,Sad
621,454,"He now felt glad at having suffered sorrow and trouble, because it enabled him to enjoy so much better all the pleasure and happiness around him; for the great swans swam round the new-comer, and stroked his neck with their beaks, as a welcome.",4,Happy
622,455,"""See,"" cried the youngest, ""there is a new one;"" and the rest were delighted, and ran to their father and mother, dancing and clapping their hands, and shouting joyously, ""There is another swan come; a new one has arrived.""",4,Happy
623,456,"Then he rustled his feathers, curved his slender neck, and cried joyfully, from the depths of his heart, ""I never dreamed of such happiness as this, while I was an ugly duckling.""",4,Happy
624,457,"At last the prince had his own statue erected on the public places and fixed on the royal palaces; nay, he even wished it to be placed in the churches, on the altars, but in this the priests opposed him, saying: ""Prince, you are mighty indeed, but God's power is much greater than yours; we dare not obey your orders.""",2,Angry-Disgusted
625,458,"They buzzed round the prince and stung his face and hands; angrily he drew his sword and brandished it, but he only touched the air and did not hit the gnats.",2,Angry-Disgusted
626,459,"Mad with pain, he tore off the coverings and his clothes too, flinging them far away, and danced about before the eyes of his ferocious soldiers, who now mocked at him, the mad prince, who wished to make war with God, and was overcome by a single little gnat.",2,Angry-Disgusted
627,0,"He looked around on every side and exclaimed, ""Oh, heavens, where am I?""",7,Surprised
628,1,"Then he got up and clambered out of the cave, went into the forest, and thought, ""Here I am quite alone and deserted, how shall I obtain a horse now?""",6,Sad
629,2,"""Alas, thou canst not help me.""",6,Sad
630,3,"They leapt nimbly upstairs and downstairs, and were merry and happy.",4,Happy
631,4,"Then she opened the door of the small house, and when she had opened it, there stood twelve horses, such horses, so bright and shining, that his heart rejoiced at the sight of them.",4,Happy
632,5,"Then they laughed and said, ""Indeed, stupid Hans, where wilt thou get a horse?""",2,Angry-Disgusted
633,6,"Hans went into the parlour, but the miller said he should not sit down to table, for he was so ragged and torn, that they would all be ashamed of him if any one came in.",2,Angry-Disgusted
634,7,"In the morning when he awoke, the three days had passed, and a coach came with six horses and they shone so bright that it was delightful to see them! and a servant brought a seventh as well, which was for the poor miller""s boy.",4,Happy
635,8,"So she ordered the servant to bring the seventh horse, and when the miller saw it, he said that such a horse as that had never yet entered his yard.",7,Surprised
636,9,"The little tailor did not let himself be frightened away, but was quite delighted, and said, ""Boldly ventured is half won.""",4,Happy
637,10,"""Eh!"" thought he, ""what a stupid blockhead I am!",2,Angry-Disgusted
638,11,"When the bear heard the music, he could not help beginning to dance, and when he had danced a while, the thing pleased him so well that he said to the little tailor, ""Hark you, is the fiddle heavy?""",4,Happy
639,12,"Then a vise was brought, and the bear put his claws in it, and the little tailor screwed it tight, and said, ""Now wait until I come with the scissors,"" and he let the bear growl as he liked, and lay down in the corner on a bundle of straw, and fell asleep.",2,Angry-Disgusted
640,13,The bear in great fury ran after the carriage.,2,Angry-Disgusted
641,14,"The princess heard him snorting and growling; she was terrified, and she cried, ""Ah, the bear is behind us and wants to get thee!""",3,Fearful
642,15,"The tailor drove quietly to church, and the princess was married to him at once, and he lived with her as happy as a woodlark.",4,Happy
643,16,"They walked the whole day over meadows, fields, and stony places; and when it rained the little sister said, ""Heaven and our hearts are weeping together.""",6,Sad
644,17,"In the evening they came to a large forest, and they were so weary with sorrow and hunger and the long walk, that they lay down in a hollow tree and fell asleep.",6,Sad
645,18,"And now the sister wept over her poor bewitched brother, and the little roe wept also, and sat sorrowfully near to her.",6,Sad
646,19,"The little sister, however, was dreadfully frightened when she saw that her fawn was hurt.",3,Fearful
647,20,"The maiden was frightened when she saw, not her little roe, but a man come in who wore a golden crown upon his head.",3,Fearful
648,21,"Now when she heard that they were so happy, and so well off, envy and hatred rose in her heart and left her no peace, and she thought of nothing but how she could bring them again to misfortune.",2,Angry-Disgusted
649,22,"The King said, ""Ah, heavens! what is this?",7,Surprised
650,23,"""Good heavens!"" said the girl, ""no strawberries grow in winter!",7,Surprised
651,24,"In her joy she hastily gathered her basket full, thanked the little men, shook hands with each of them, and ran home to take her step-mother what she had longed for so much.",4,Happy
652,25,"""Now look at her arrogance,"" cried the step-sister, ""to throw about gold in that way!"" but she was secretly envious of it, and wanted to go into the forest also to seek strawberries.",2,Angry-Disgusted
653,26,"""Humph!",2,Angry-Disgusted
654,27,"The maiden looked for strawberries outside, but as she found none, she went angrily home.",2,Angry-Disgusted
655,28,"Then the step-mother was still more enraged, and thought of nothing but how to do every possible injury to the man""s daughter, whose beauty, however, grew daily greater.",2,Angry-Disgusted
656,29,"""Ah, yes, with all my heart,"" she answered, for she was glad to get away from the mother and sister.",4,Happy
657,30,"Thereupon the King was full of great joy, but he kept the Queen hidden in a chamber until the Sunday, when the baby was to be christened.",4,Happy
658,31,"Night fell, and nothing was left for him to do, but to seek a bed in this painful solitude.",6,Sad
659,32,"He might certainly have found a good bed on the soft moss, but the fear of wild beasts let him have no rest there, and at last he was forced to make up his mind to spend the night in a tree.",3,Fearful
660,33,"""Who are you, and what do you want?"" asked the man in a grumbling voice.",2,Angry-Disgusted
661,34,"""Go your way,"" replied the old man in a surly voice, ""I will have nothing to do with runagates; seek for yourself a shelter elsewhere.""",2,Angry-Disgusted
662,35,"The tailor, who had watched the fight with astonishment, was still standing there motionless, when the stag in full career bounded up to him, and before he could escape, caught him up on his great horns.",7,Surprised
663,36,"The tailor was looking at the beauty with beating heart, when she suddenly opened her eyes, and started up at the sight of him in joyful terror.",4,Happy
664,37,"We loved each other so tenderly, and were so alike in our way of thinking and our inclinations, that we both embraced the resolution never to marry, but to stay together to the end of our lives.",4,Happy
665,38,"As I could not conceive from whence it came, I wanted to summon my waiting-maid who slept in the next room, but to my astonishment I found that speech was taken away from me by an unknown force.",7,Surprised
666,39,"My repugnance to his magic arts was, however, so great, that I vouchsafed him no answer.",2,Angry-Disgusted
667,40,"I asked him where he had left my brother, and how he had come by this stag, out of whose great eyes I saw tears flowing.",6,Sad
668,41,"I fell into a great rage at this, pulled out a pistol and discharged it at the monster; but the ball rebounded from his breast and went into my horse""s head.",2,Angry-Disgusted
669,42,"Amongst the visions which passed before my eyes, that was the most comforting in which a young man came and set me free, and when I opened my eyes to-day I saw thee, and beheld my dream fulfilled.",4,Happy
670,43,"Her joy was still more increased when her brother, who had killed the magician in the form of the bull, came out of the forest towards them in his human form, and on the self-same day the maiden, in accordance with her promise, gave her hand at the altar to the lucky tailor.",4,Happy
671,44,"So the father gave him his blessing, and with great sorrow took leave of him.",6,Sad
672,45,"""But dost thou know what thou must promise?"" said the King.",7,Surprised
673,46,"The King came down himself and opened the door, and there he found both strong and well, and rejoiced with them that now all sorrow was over.",4,Happy
674,47,"He was astonished when he saw them come alone, and asked what had happened to them.",7,Surprised
675,48,"And the Queen, when she had received the letter and read it, did as was written in it, and had a splendid wedding-feast prepared, and the King""s daughter was married to the luck-child, and as the youth was handsome and agreeable she lived with him in joy and contentment.",4,Happy
676,49,His grandmother scolded him.,2,Angry-Disgusted
677,50,"""Oh!"" cried the devil, ""what are you doing?""",7,Surprised
678,51,"""Ha! what are you doing?"" cried the devil angrily.",2,Angry-Disgusted
679,52,"The devil jumped up, roared out, and would have treated her ill if she had not quieted him once more and said, ""Who can help bad dreams?""",2,Angry-Disgusted
680,53,"""Oh, ho!"" said the spring, ""then I will begin to flow,"" and began to flow violently.",7,Surprised
681,54,"The sight of this made the tailor so angry that he laid hold of the golden footstool, and threw it down to earth through heaven, at the old thief.",2,Angry-Disgusted
682,55,"One morning the wood-cutter went out sorrowfully to his work in the forest, and while he was cutting wood, suddenly there stood before him a tall and beautiful woman with a crown of shining stars on her head, who said to him, ""I am the Virgin Mary, mother of the child Jesus.",6,Sad
683,56,"In each of them sat one of the Apostles in the midst of a great light, and she rejoiced in all the magnificence and splendour, and the little angels who always accompanied her rejoiced with her.",4,Happy
684,57,Immediately a great fear fell on her.,3,Fearful
685,58,"Her terror too would not quit her, let her do what she might, and her heart beat continually and would not be still; the gold too stayed on her finger, and would not go away, let her rub it and wash it never so much.",3,Fearful
686,59,"She wanted to cry out, but she could bring forth no sound.",6,Sad
687,60,"Here, too, she found a shelter from storm and rain, but it was a miserable life, and bitterly did she weep when she remembered how happy she had been in heaven, and how the angels had played with her.",6,Sad
688,61,"When the Queen rejoiced thereat, the Virgin Mary said, ""Is thy heart not yet softened?",4,Happy
689,62,"As he now feared that the step-mother might not treat them well, and even do them some injury, he took them to a lonely castle which stood in the midst of a forest.",3,Fearful
690,63,"Then the maiden looked at them and recognized her brothers, was glad and crept forth from beneath the bed.",4,Happy
691,64,"The brothers were not less delighted to see their little sister, but their joy was of short duration.",4,Happy
692,65,"The little sister wept and said, ""Can you not be set free?""",6,Sad
693,66,"The King, however, had a wicked mother who was dissatisfied with this marriage and spoke ill of the young Queen.",2,Angry-Disgusted
694,67,"Then she saw that her deliverance was near, and her heart leapt with joy.",4,Happy
695,68,"The kernel, however, was so large that she could not swallow it, and it remained sticking in her throat, so that she was alarmed lest she should be choked.",3,Fearful
696,69,"Then the cock was so distressed that he cried aloud, and every animal came to lament the little hen, and six mice built a little carriage to carry her to her grave, and when the carriage was ready they harnessed themselves to it, and the cock drove.",6,Sad
697,70,"When a stone saw that, it took pity on the little cock, wished to help him, and laid itself over the water.",6,Sad
698,71,"This pleased the Lord, and he went in.",4,Happy
699,72,"When the cloth was laid, the Lord sat down with the man and his wife, and he enjoyed their coarse food, for there were happy faces at the table.",4,Happy
700,73,"""Oh, yes,"" said the man; ""if I can have that, too, I should like it very much.""",4,Happy
701,74,"He was very much astonished, and called his wife and said to her, ""Tell me, what can have happened?",7,Surprised
702,75,"Then at last he was angry, and cried quite impatiently, ""I wish your neck was broken!""",2,Angry-Disgusted
703,76,"And now as he was walking slowly through the sand, and the sun was burning hot at noon-day, he grew quite hot-tempered and angry.",2,Angry-Disgusted
704,77,Then he really did feel warm.,2,Angry-Disgusted
705,78,"So he got nothing by it but vexation, trouble, abuse, and the loss of his horse; but the poor people lived happily, quietly, and piously until their happy death.",4,Happy
706,79,"Then the miser grew angry, and said, ""Oh, but I can""t make any use of you, you strike far too powerfully; what will you have for the one blow?""",2,Angry-Disgusted
707,80,"As he was hungry, and saw the food, he, too, place himself at the table, ate with those who were eating and enjoyed it.",4,Happy
708,81,"She cried, ""No, no I cannot bear it,"" and opened the other window, because drops of perspiration were running down her forehead.",3,Fearful
709,82,"And while she was speaking, the child plucked off quite a large apple, and ran to her sisters, saying, ""Just taste, my dear little sisters, for never in my life have I tasted anything so delightful.""",4,Happy
710,83,"Then he was much troubled, and made known to the whole land that whosoever brought his daughters back again should have one of them to wife.",6,Sad
711,84,"Then the mannikin grew very angry and said he was to do it, but the huntsman would not, and took my dear mannikin, and gave him a thorough beating.",2,Angry-Disgusted
712,85,"Then the mannikin screamed terribly, and cried, ""Stop, stop, and let me go, and I will tell thee where the King""s daughters are.""",3,Fearful
713,86,Then the two were so angry at this that they grew green and yellow.,2,Angry-Disgusted
714,87,"The princess sprang up, threw her arms round his neck, embraced and kissed him repeatedly, and took her stomacher, which was made of pure gold, and hung it round his neck.",4,Happy
715,88,"And they all rejoiced, and embraced him and kissed him without stopping.",4,Happy
716,89,When the princesses saw him they fainted.,7,Surprised
717,90,"Hereupon the King was angry, and ordered him to be put in prison at once, because he thought he must have done some injury to the children.",2,Angry-Disgusted
718,91,"When the two heard that, they were frightened to death, and ran away in great haste.",3,Fearful
719,92,"Then the King grew angry, and ordered his wife to be cast into prison, and therein was she shut up for many long years.",2,Angry-Disgusted
720,93,"Hereupon he was much troubled, and asked the old fisherman if that was true?",6,Sad
721,94,"And now there was no one at home but the daughter, and she mourned for her brothers so much that at last she also begged the fisherman to let her set forth, for she wished to go in search of her brothers.",6,Sad
722,95,"She rejoiced much to see them again, and carried them all over the water, and then she too went away, for now she was freed.",4,Happy
723,96,"The others, however, went to the old fisherman, and all were glad that they had found each other again, but they hung the bird on the wall.",4,Happy
724,97,"Then they were all terrified, and the King took the bird, the fisherman and the three children back with him to the castle, and ordered the prison to be opened and brought his wife out again.",3,Fearful
725,98,"Soon afterwards she shut her eyes and died, and was buried in the garden; and the little girl went every day to her grave and wept, and was always good and kind to all about her.",6,Sad
726,99,"Then she took it, and went to her mother""s grave and planted it there; and cried so much that it was watered with her tears; and there it grew and became a fine tree.",6,Sad
727,100,"Then she did as she was told; but when all was done she could not help crying, for she thought to herself, she should so have liked to have gone with them to the ball; and at last she begged her mother very hard to let her go.",6,Sad
728,101,"Then Ashputtel brought the dish to her mother, overjoyed at the thought that now she should go to the ball.",4,Happy
729,102,"But the mother said, ""No, no! you slut, you have no clothes, and cannot dance; you shall not go.""",2,Angry-Disgusted
730,103,"And then Ashputtel took the dishes to her mother, rejoicing to think that she should now go to the ball.",4,Happy
731,104,"But her mother said, ""It is all of no use, you cannot go; you have no clothes, and cannot dance, and you would only put us to shame"": and off she went with her two daughters to the ball.",2,Angry-Disgusted
732,105,"Now when all were gone, and nobody left at home, Ashputtel went sorrowfully and sat down under the hazel-tree, and cried out:",6,Sad
733,106,"Then both the sisters were overjoyed to hear it; for they had beautiful feet, and had no doubt that they could wear the golden slipper.",4,Happy
734,107,"Then the prince got down and looked at her foot; and he saw, by the blood that streamed from it, what a trick she had played him.",7,Surprised
735,108,"""No,"" said he; ""there is only a little dirty Ashputtel here, the child of my first wife; I am sure she cannot be the bride.""",2,Angry-Disgusted
736,109,"And when he drew near and looked at her face he knew her, and said, ""This is the right bride.""",4,Happy
737,110,"Now this king and queen had plenty of money, and plenty of fine clothes to wear, and plenty of good things to eat and drink, and a coach to ride out in every day: but though they had been married many years they had no children, and this grieved them very much indeed.",6,Sad
738,111,"Then the queen took pity on the little fish, and threw it back again into the river; and before it swam away it lifted its head out of the water and said, ""I know what your wish is, and it shall be fulfilled, in return for your kindness to me--you will soon have a daughter.""",4,Happy
739,112,"What the little fish had foretold soon came to pass; and the queen had a little girl, so very beautiful that the king could not cease looking on it for joy, and said he would hold a great feast and make merry, and show the child to all the land.",4,Happy
740,113,"Now, as she had not been asked to the feast she was very angry, and scolded the king and queen very much, and set to work to take her revenge.",2,Angry-Disgusted
741,114,"So she cried out, ""The king""s daughter shall, in her fifteenth year, be wounded by a spindle, and fall down dead.""",2,Angry-Disgusted
742,115,"However, the king hoped still to save his dear child altogether from the threatened evil; so he ordered that all the spindles in the kingdom should be bought up and burnt.",3,Fearful
743,116,"She looked so beautiful that he could not take his eyes off her, so he stooped down and gave her a kiss.",4,Happy
744,117,"But the moment he kissed her she opened her eyes and awoke, and smiled upon him; and they went out together; and soon the king and queen also awoke, and all the court, and gazed on each other with great wonder.",4,Happy
745,118,"And then the prince and Briar Rose were married, and the wedding feast was given; and they lived happily together all their lives long.",4,Happy
746,119,"A certain cat had made the acquaintance of a mouse, and had said so much to her about the great love and friendship she felt for her, that at length the mouse agreed that they should live and keep house together.",4,Happy
747,120,"""All went off well,"" answered the cat.",4,Happy
748,121,"""Top off!"" cried the mouse, ""that is a very odd and uncommon name, is it a usual one in your family?""",7,Surprised
749,122,"""What does that matter,"" said the cat, ""it is no worse than Crumb-stealer, as your godchildren are called.""",2,Angry-Disgusted
750,123,"""Nothing ever seems so good as what one keeps to oneself,"" said she, and was quite satisfied with her day""s work.",4,Happy
751,124,"I never heard the name in my life, I""ll wager anything it is not in the calendar!""",7,Surprised
752,125,"""You sit at home,"" said the cat, ""in your dark-grey fur coat and long tail, and are filled with fancies, that""s because you do not go out in the daytime.""",2,Angry-Disgusted
753,126,"""When everything is eaten up one has some peace,"" said she to herself, and well filled and fat she did not return home till night.",4,Happy
754,127,"""All-gone,"" cried the mouse ""that is the most suspicious name of all!",7,Surprised
755,128,"From this time forth no one invited the cat to be godmother, but when the winter had come and there was no longer anything to be found outside, the mouse thought of their provision, and said: ""Come, cat, we will go to our pot of fat which we have stored up for ourselves--we shall enjoy that.""",4,Happy
756,129,"""Yes,"" answered the cat, ""you will enjoy it as much as you would enjoy sticking that dainty tongue of yours out of the window.""",2,Angry-Disgusted
757,130,"""Alas!"" said the mouse, ""now I see what has happened, now it comes to light!",7,Surprised
758,131,You a true friend!,7,Surprised
759,132,"First top off, then half-done, then--"" ""Will you hold your tongue,"" cried the cat, ""one word more, and I will eat you too.""",2,Angry-Disgusted
760,133,"But this beautiful queen fell ill, and when she felt that her end drew near she called the king to her and said, ""Promise me that you will never marry again, unless you meet with a wife who is as beautiful as I am, and who has golden hair like mine.""",6,Sad
761,134,"Then when the king in his grief promised all she asked, she shut her eyes and died.",6,Sad
762,135,"But the king was not to be comforted, and for a long time never thought of taking another wife.",6,Sad
763,136,"When the courtiers heard this they were shocked, and said, ""Heaven forbid that a father should marry his daughter!",7,Surprised
764,137,"And his daughter was also shocked, but hoped the king would soon give up such thoughts; so she said to him, ""Before I marry anyone I must have three dresses: one must be of gold, like the sun; another must be of shining silver, like the moon; and a third must be dazzling as the stars: besides this, I want a mantle of a thousand different kinds of fur put together, to which every beast in the kingdom must give a part of his skin.""",7,Surprised
765,138,"Then she threw herself upon Heaven for help in her need, and went away, and journeyed on the whole night, till at last she came to a large wood.",3,Fearful
766,139,"""Look sharp!"" said the king to the huntsmen, ""and see what sort of game lies there.""",7,Surprised
767,140,"And the huntsmen went up to the tree, and when they came back again said, ""In the hollow tree there lies a most wonderful beast, such as we never saw before; its skin seems to be of a thousand kinds of fur, but there it lies fast asleep.""",7,Surprised
768,141,"So the huntsmen took it up, and the maiden awoke and was greatly frightened, and said, ""I am a poor child that has neither father nor mother left; have pity on me and take me with you.""",3,Fearful
769,142,Thus Cat-skin lived for a long time very sorrowfully.,6,Sad
770,143,"But the king came up to her, and held out his hand and danced with her; and he thought in his heart, ""I never saw any one half so beautiful.""",4,Happy
771,144,"When the dance was over, the king ordered his soup to be brought in; and it pleased him so well, that he thought he had never tasted any so good before.",4,Happy
772,145,"The cook was frightened when he heard the order, and said to Cat-skin, ""You must have let a hair fall into the soup; if it be so, you will have a good beating.""",3,Fearful
773,146,"Then she ran to her little cabin, washed herself quickly, and took her dress out which was silvery as the moon, and put it on; and when she went in, looking like a king""s daughter, the king went up to her, and rejoiced at seeing her again, and when the dance began he danced with her.",4,Happy
774,147,"Whilst the cook was above stairs, she got the golden necklace and dropped it into the soup; then it was brought to the king, who ate it, and it pleased him as well as before; so he sent for the cook, who was again forced to tell him that Cat-skin had cooked it.",4,Happy
775,148,"Then she put on her dress which sparkled like the stars, and went into the ball-room in it; and the king danced with her again, and thought she had never looked so beautiful as she did then.",4,Happy
776,149,"But the king said, ""You are my beloved bride, and we will never more be parted from each other.""",4,Happy
777,150,"And the wedding feast was held, and a merry day it was, as ever was heard of or seen in that country, or indeed in any other.",4,Happy
778,151,"Then said the maid: ""What a clever Elsie we have!"" and sat down beside her and began loudly to weep over the misfortune.",6,Sad
779,152,"The boy went down, and there sat Clever Elsie and the girl both weeping together.",6,Sad
780,153,"Then said the boy: ""What a clever Elsie we have!"" and sat down by her, and likewise began to howl loudly.",6,Sad
781,154,"Then said the mother likewise: ""What a clever Elsie we have!"" and sat down and wept with them.",6,Sad
782,155,"But when he got into the cellar, and they were all sitting together crying, and he heard the reason, and that Elsie""s child was the cause, and the Elsie might perhaps bring one into the world some day, and that he might be killed by the pick-axe, if he should happen to be sitting beneath it, drawing beer just at the very time when it fell down, he cried: ""Oh, what a clever Elsie!"" and sat down, and likewise wept with them.",6,Sad
