,text,labels1,labels2
814,Thing is ... It's hard to be sober,disgust,disgust
815,@ChipotleTweets Never a good experience at 919 E Fort Ave location. I never learn because I love chipotle #terrible #badservice,disgust,disgust
816,@lifevantage @MissBeccaClark you should make this for us! #yummy,trust,trust
817,@justicemalala The Guptas is the middle man from hell. ..men with cigars sitting and plotting in the dark of night,disgust,disgust
818,No man read the traffic properly!!! @KFMza @kfmradio @carlwastie  #westuckinthismess #pleasereaditagain,disgust,disgust
819,"“When I get sad, I stop being sad and be awesome instead.” \n― Barney Stinson",anticipation,trust
820,"Williams Lake on evacuation alert as fires rage near the city of 10,000+. Developments from overnight + forecast - 5am @GlobalBCMorning",surprise,surprise
821,@ANI_news Wot an insult.,disgust,disgust
822,Omg the mother and daughter in #wanteddownunder are unbearable! #miserable #dull #ungrateful\nI'd move with the Dad no worries ! 🤣🤣,disgust,disgust
823,ditched 😧,disgust,disgust
824,@11Kirsty11 It's grim 😝,disgust,disgust
825,Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,disgust,disgust
826,@Nestle What has happened to my frosted shreddies? They don't taste frosted any more? #yuk  #needtoswitch,disgust,disgust
827,Not happy with the jersey city Exchange store. They do not have iced decaf coffee. Have to pay more for an Americano. #unhappy @Starbucks,disgust,disgust
828,@bbcbristolsport so proud of City...2 Bristol boys scoring and a great performance...where's the cider  #OTIB,surprise,surprise
829,gettin #offended is Lame,disgust,disgust
830,@LoganPaul hii logan! 😍 new maverick here!!! :D recently I've been watching your vlogs and I'm soo into it. :),anticipation,anticipation
831,@SylvesterTurner @HoustonMatters With all the other stuff going on in houston #crime you spend your time bullying the homeless #wonderful,disgust,disgust
832,Where did I go wrong?\nI lost a friend\nSomewhere along in the bitterness \n—,disgust,disgust
833,#AmarnathTerrorAttack  Muslims are killing everywhere Syria Iraq Palestine Everyday beyond They say that Islam is terrorism shame on you,disgust,disgust
834,"We lost: St. Louis, 2011 Week 10, 13-12 @Browns #satisfied #GoBrowns. :(",anticipation,disgust
835,@stephdavis77 Your parents should get you help not enable you &amp; you shouldn't drink when pregnant it can kill the baby! #horrid,disgust,disgust
836,Nigga you thought you was gone play me ! 🤣,disgust,surprise
837,"After all of the Disney animated films are remade in live action, will they just reanimate them again?",anticipation,anticipation
838,"also, been kind of silent on s11 of the x-files because i am terrified that CC is going to screw it up! actually i know he will... #dreading",disgust,disgust
839,"Some people take being called a 'B****, P****' as an insult, some take it as motivation.",disgust,disgust
840,im hard to understand because my personality is so energetic and joyful but my mind often times wanders into the darkest places,anticipation,trust
841,"@ChikagaiHeichou Carla took Eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he »",trust,trust
842,So who actually leaked the info on jr. meeting with Russian lawyer?  Putin?  Was he angry w Trump?,anticipation,surprise
843,@SkyNewsAust Oh for four years these  panelists were the lnp cheer squad hypocrites,disgust,surprise
844,why my head still hurting ??? 😭,disgust,disgust
845,@m00nlightjules happy birthday mamon!!! 😄,surprise,surprise
846,"@PoliticsNewz Hmm where is the outrage from the WH! Oh yeah, wrong nationality!",disgust,disgust
847,@craigwoods_uk I've run out 😡,disgust,disgust
848,Everytime I see Kirks face I get angry #LHHReunion,disgust,disgust
849,"@EmreErcis1 This is a deliberate act of provocation. AKP announcing their intention to abolish TSK, which has been their goal since day one.",disgust,disgust
850,@Seth_Broughton7 @SquerkYoshi @Mabbupuku @Emerldd @PartyInnaBox @cod_de_la_cod FREE MY MAN FROM KROGER 😤,anticipation,surprise
851,You always find the most comfortable position in bed after the alarm goes off,disgust,disgust
852,"@NCAA #NCAA is after more money! @POTUS should assign special committee to investigate regulations, policies and #bad practices #point (.)",anticipation,disgust
853,"@arifurldn 😭😭yeah i wouldnt entertain bigots like that, gives them a reason for provocation",disgust,disgust
854,"those who think poly is a stage whr u can relax abit, u're wrong. u're gonna b haunt by projects  and tutorials which is like tonnes ergh",disgust,disgust
855,#ColorFabb #Ngen Worst filament for me :( Good finish but so fragile :'( cc @ColorFabb ,disgust,disgust
856,this time i really can't articulate how i feel... i am rendered speechless. #disheartened,disgust,disgust
857,Heading to PNC today to get the ball going for my MA! #goingforit #nervous #excited,anticipation,anticipation
858,@BHIndepMO ha! no perception needed -- just facts. it's a bunch of dudes in suits trying to gobble up money while they're in power #shocking,disgust,disgust
859,Caroline FFS shut this whinging ‘Last Word Tom’ up!! He is unlikeable &amp; a smartass! His biases R boring! @carolinemarcus @SkyNewsAust ,disgust,disgust
860,@NCSNorthEast @NCS It'll start on Sunday when the first groups depart :),anticipation,anticipation
861,I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight  as she was. These women need help #TeenMomOG,disgust,disgust
862,Support your local #firefighters to help ensure they are able to carry out their job tonight without fear of attack or harassment. #nifrs,trust,trust
863,Never seen such embarrassing tantrums from a grown man as the ones from @dwpoker on #MasterchefUSA ...great example for your child there 👌🏼🙄,disgust,surprise
864,@tweetheart2017 @s_cala @Tooda @DonaldJTrumpJr @JamesESmithJr34 Being #gay is not an #Whatsupwiththat #nike #adidas #?? ,disgust,disgust
865,Not sure if Christianity lost Eugene Peterson or Eugene Peterson was never really understood the Gospel ,anticipation,anticipation
866,"@KatRamsland 'call to action by TV host John Oliver, who urged viewers to leave comments expressing their displeasure at the FCC's policies.",anticipation,anticipation
867,How pleasing is it to see the #Djokovic roar? He isn't at his stratospheric level but there are signs that he is going to reach there again.,anticipation,surprise
868,@ELLEUK Truly dreadful,disgust,disgust
869,@ActuallyNPH @RealJamesWoods I didn't realize you weren't acting... You actually are that guy. #smh  #Hercules #ghostsofmississippi,surprise,surprise
870,"Rage, rage against the dying of the light",disgust,disgust
871,"WTF is happening with @nextofficial sale website. Lost my order, other order is going to someone else with me paying #raging",disgust,disgust
872,@MobutuJoffrey @dreamloverepeat Did you see it?  It's literally all porn.  Does she really work for huff post?,anticipation,disgust
873,"Seriously, why do people punish children for 'sass'? Wit should be rewarded, not discouraged!",disgust,disgust
874,"Field mines, like people, explode when trodden on #anger #people #pokethebear",disgust,disgust
875,@EllyySchlordt it's awful!,disgust,disgust
876,I really hate the morning shift 😠,disgust,disgust
877,@JohnJCampbell Have just driven over the Saddle Road... can confirm more potholes than sealed road. ,disgust,disgust
878,@FootyAccums Haha nightmare,disgust,disgust
879,I hold one grudge.,disgust,disgust
880,"@FlamingGrillby --been a damn sight better!' Grisk poked Grillby's chest, a low snarl leaving him.",disgust,disgust
881,@Swamy39 #4 is brilliant to end terror,anticipation,anticipation
882,@OfficialPLT Funny how you can tweet new deals but can't reply to my email or my tweet ,disgust,disgust
883,"@BdairAhmed @acmilan @VMontella :( hope to see niang start, then",anticipation,anticipation
884,@Za1d hota hai terrorism ka majhab hota hai and dat is Islam soldiers of allah killing innocent people around the world #RadicalIslam,disgust,disgust
885,Internet 😠 Waiting 15 minutes for my Snapchat to update and it's only a fraction done.,disgust,disgust
886,"@_lanimoreno and I had Chem, Anatomy, and now IB Sports together (': #amazing",trust,trust
887,It's so ridiculous that ppl are actually hating on niall and throwing tantrums just cause he isnt going to their city,disgust,disgust
888,A man without a smiling face must not open a shop. -Chinese Proverb,anticipation,anticipation
889,@thetribunechd Which are sensible terror attacks parnab da???,disgust,disgust
890,Nothing is more beautiful than real smile that has struggled through tears.,trust,trust
891,@amarakhbaranth1 Not answered my question - when the #AmarnathTerrorAttack perps are killed like rabid dogs will you praise army?,disgust,disgust
892,@lutonmagoo @GaryLineker @mrjamesob I so love @mrjamesob means @GaryLineker very bright people,trust,trust
893,"@FlashDogs \n'It could have been #wonderful, but you ruined it!'\n'I warned you I was a really awful baker.'\n'But the birthday cake!'\n#VSS365",disgust,disgust
894,Doug Beattie joked on twitter once upon a time about putting Afghan people in 'body bags'. Hard to take this outrage seriously @BBCTalkback,disgust,disgust
895,45 admits that decisions are harder when you sit in the Oval Office.  #dumbasastick #terrifying,disgust,disgust
896,Why are EVERYONE else's #PrimeDay deals better than Amazon?? 😡 Amazon has been such a disappointment lately.,disgust,disgust
897,"i had to break it, the world is raging on",disgust,disgust
898,@ArrivaTW Hats off your excellent Tetris like ability to pack 5000 passengers into a 2  carriage train on rush hour. #awkwardorgy #bitter,anticipation,disgust
899,@lifeinthemix @CNN You haven't answered it. Is it better the kid kill himself because he's so unhappy?,disgust,disgust
900,Have to go to a occupational services place for a drug test. Yet they don't know what the heck is going on. Just great! #blah #😡,disgust,disgust
901,@the_shota Too true- my logic was blinded by outrage ......,disgust,disgust
902,I was crying when I got to work yd morning and all my girls showed me so much love. Why couldn't they have worked here the last 3 years 😭,anticipation,surprise
903,Black people music always has that awful little tstsststsststss sound it really bothers me.,disgust,disgust
904,@TattooedTeaLady Omg what?! That's horrific!! Who can do something like that at all?! Xx,disgust,disgust
905,@immigrant4trump @bettered @TEN_GOP Are u serious ?!?! Wow 😳,surprise,surprise
906,@SquawkCNBC Know how much in movie sales now&amp; forever in the future that the actors &amp; singers talking their crap about Trump Americans lost?,disgust,disgust
907,"It’s a bit funny to me, although you’re everything to me\nsometimes I am no better than a stranger\n-Sing for you- 😊",anticipation,anticipation
908,@Aisha_IZ I wonder if she's married at all or frustrated 😠 with men she came across,disgust,disgust
909,Plz explain why my Spotify is playing Marilyn Manson on repeat bc this is a very loud start to my morning &amp; not appreciated😳,disgust,disgust
910,I can not watch @BobsBurgersFOX  on my lunch anymore. I am laughing way too much by myself for this to be acceptable. #crazylady ,anticipation,surprise
911,@RepLeeZeldin Horrible CNN interview.  U can't talk urself out if a paper bag. U don't even buy the crap that was coming out of ur mouth. 👎,disgust,disgust
912,"New, and a bit alarming . . .",surprise,surprise
913,I give up! #simples #unhappy #fedup,disgust,disgust
914,So much excitement for Rome this time next week - getting ready to burn and turn red too 😂,anticipation,anticipation
915,I think I have anger issues 😐,disgust,disgust
916,"@thedramble Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too...",disgust,disgust
917,@realDonaldTrump Anything to keep you from destroying this country you're #makingamericastupid #sad,disgust,disgust
918,@StreamPlanetHD #crap sorry but doesn’t work,disgust,disgust
919,all this anger is making me tored and there's literally no reason to stay up for this shitshow,disgust,disgust
920,Must be July.. all the bitter people are out on facebook 😂,disgust,disgust
921,@HOESHIKO I used the wrong fowl sorry I'm a #disappointment please #killme,disgust,disgust
922,I definitely know my karaoke song now so hmu and it's by Britney shocking,disgust,disgust
923,@Thischarminham @BrentSpiner @jonathansfrakes @levarburton @akaWorf Bitch played every role she ever did exactly the same.  #dull,disgust,disgust
924,I have a fiery passion for dogs because of how destructive they are.,anticipation,disgust
925,@VideoGamerCom Wow it looks like red deads long lost online brother.....until red dead 2 brings it's online twin :D,anticipation,surprise
926,@kylegriffin1 @tkdmike you mean the 🍊🤡 didn't tweet the correction...? #shocking,disgust,surprise
927,@shreyaghoshal Waiting for the FV live session #excited #Happy Bdw you have to sings lots of songs for us during this session,anticipation,anticipation
928,thattttt was too hyped #dissapointed,disgust,disgust
929,The real question is why am I still up!? #cantsleep #restless,disgust,disgust
930,"Even if Amps are not that much, I'm sure we'll keep growing and we're all genuinely support him for who he is, also want to make him happy.",anticipation,trust
931,"Amazing how #grief, #anxiety and #joy can all pull on your heart at the same time, isn't it? #highriskpregnancy #bedrest",anticipation,surprise
932,"when shopping for clothing, grab a clerk by the shoulders &amp; angrily ask if you're at the flagship store to show you're serious about apparel",disgust,disgust
933,@jayteemuro Man people wont mourn the 9 chaps beheaded by terrorists. But they will mourn a corrupt killer politician,disgust,disgust
934,@KB_KrishnaBeura @Twitter @TwitterIndia @verified Congrats Krishna sir 😃,trust,trust
935,I am furious. It is nearly 1pm and we still haven't signed another player. #getyourchequebookoutchairman,disgust,disgust
936,@1ShawnT Yall hoes better learn how to hip-hop dance  and stop shaking yall ass all the time😂,disgust,disgust
937,"Frustration and fury, more destructive than a hundred cannons.",disgust,disgust
938,The person I love can irritate me the most I swear,disgust,disgust
939,And this kind of thing happens bc certain ppl play victim bc of their gender which is horrid. Own up to your mistake and apologize for it.,disgust,disgust
940,"Security lady at work this woman, opposite of Helen of Troy. Gave me a scowl that could sink a thousand ships.",disgust,disgust
941,@blonderella26 @Seahawksfan7777 @Shitlery @afern_alex @eugenegu @tonyposnanski @realDonaldTrump She's getting mad just like we like it 🤣,disgust,disgust
942,I'm so done with all the despair I'm having,disgust,disgust
943,#worry leads to tension and pressure #prayer leads to peace,anticipation,trust
944,@AnnCoulter @alcardfan @CR Didn't read the article because you're not the president. Come on gal get back on board the trump train. ,disgust,disgust
945,We may have reasons to disagree but that in itself is no reason to hate. Our resentment is more a reflection of ourselves than others.,trust,trust
946,@LadyScully I didn't. We all went out and got pissed down the local instead. 😄,disgust,disgust
947,Not being able to jump on #mechwarrioronline is killing me . #awful #internet,disgust,disgust
948,@goldengateblond @marygauthier_ Goal posts moved out of America &amp; inching closer to #Russia #horrific. #treason,disgust,disgust
949,Waiting for the 2000 conference call to start. Good time to cruise around Twitter #disapointed,disgust,disgust
950,#RaviShastri is appointed as new coach of Indian cricket team for two years.\n\nNow how i wish Anil Kumble stayed longer.,disgust,disgust
951,i leave in 3 days and just now remembered that my car has massaging seats :/ #crap,disgust,disgust
952,Enter this code for 10 free Lyfts BEG #Time to save #playful #splendid,anticipation,surprise
953,@PrisUY Good point if let's say the Argentinian police would do 1/100 what they are doing we would see a lot of outrage by certain people.,anticipation,disgust
954,"@_mayatp Looks it's daisy in her natural habitat, doing her natural face, with the natural annoying growl that turns into a terrible bark",disgust,disgust
955,"I respect facebook and them killing Snapchat. If you can't buy em, beat em #fb ",disgust,trust
956,but i'm still here 😅,trust,trust
957,.@AlistairBurtUK states that DfiD is working hard to ensure Palestine isn't funding terrorism #FCOQs,disgust,disgust
958,Just finished playing Mystic Messenger. And I didnt expect the amount of angst in it! 〒▽〒\n #mysticmessenger #feels ,anticipation,surprise
959,"@PSHalabi what are the current statistics concerning 'backdoor abortions'. If alarming, what preemptive measures are in place?",anticipation,anticipation
960,Did you know the #moon is 400 times smaller than the #sun? #eclipse  #amazing  #SolarEclipse2017,surprise,surprise
961,@steve_koehn Twitter is basically Facebook now... and Instagram is pretty much snap chat 🤔,anticipation,anticipation
962,It's #inspiring to see all these CEO's denouncing Trump's response to Charlottesville now that there's zero risk in doing so.,disgust,disgust
963,@talkfreelyalway @westbrookdanni Haha 👌🏼it's nice to know you take the time to find out so much about me too #flattered 😘,surprise,surprise
964,bcuz of a photoshopped pic of chanbaek lea is gonna get kicked out of her house #tragic #heartbreaking,disgust,disgust
965,I'm dead tired yet can't sleep #wonderful,disgust,disgust
966,Always so much harder to get out the house when everyone else is still in bed! #notfair ,disgust,disgust
967,"@Codemasters This was one game I was looking forward too, server issues have spoiled the game, will not buy a CM game again ",disgust,disgust
968,Quite possibly the worst anthems I've ever heard in pro sports by both singers. I wish I was deaf. #ASG2017 #mlb #MLBAllStarGame #awful,disgust,disgust
969,Everything i tried on in the shop today was too small around bust area and next size up was too baggy everywhere else aahahha #nightmare,disgust,disgust
970,I just remembered I made a presentation of the top 100 male idols out of anger after seeing that siwon was first,disgust,disgust
971,@brfootball  he should come back to haunt them in UCL.,disgust,disgust
972,@DrewPap85 Never seen a frown in 4 years coaching. Again you have no basis for opinion.,disgust,disgust
973,@Serious_samuel @Elliecowzer Now there is a team for ya 😃,anticipation,anticipation
974,I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,trust,trust
975,The word #set tells a #setup is with #unwelcome: \n#upset\nVictims too much with #victims\n\n#churchesarenowtelling #languageloaded at #bad say,disgust,disgust
976,"@NJ_1288 To spread some cheer in your colleagues otherwise dull life? It's like 'hey dude u got no chills, here have some email' 😜",disgust,disgust
977,Think of the amount of hatred necessary to commit this type of crime-it should be a capital offense.No bail.Laws were meant to protect.,disgust,disgust
978,"@EdwardTHardy @realDonaldTrump You really need better source info and avoid the fake news, it has clouded even the obvious",disgust,disgust
979,[PUBLISHER'S NOTE] We would love to hear how our magazine has been a blessing in your life. #feedback #blessing #ROMag #RunningOnMag,anticipation,anticipation
980,I have had to park up. Of course that was a racist comment. Is this @LBC presenter crazy!!!  #dissapointed,disgust,disgust
981,@1DJigglypuff It will haunt me now till i make a cover 😂😩,anticipation,anticipation
982,@Fox_Claire Because sometimes rules are there to be broken ,anticipation,anticipation
983,Bad day with @Uber_India took 3 trips today out of which two were real bad experience #upset,disgust,disgust
984,@SabeloMario @a16z @JimHarris Testimony of how much BS were broadcasted these last year. Pigs are not flying after all. ,disgust,disgust
985,The courts are really going to frown upon #butheremails as a defense. #Trump has to be impeached. The rest of the Kremlin clan get a jury.,disgust,disgust
986,When you're saving loads of money not drinking so you start buying ALL THE THINGS #sobergirlproblems  #sobriety,disgust,disgust
987,Guys I just went long on eclipse glasses stock. #investor #takesmoneytomakehoney  #imsosmart #TotalEclipseOfTheHeart,anticipation,anticipation
988,@yollzbby That brown waist coat was a NO 😂,disgust,disgust
989,@dweise @ImProspering44 @ajprimiano86 McNabb at times started out bad the defense made plays the offense found rhythm,anticipation,disgust
990,you take horrible dick pics @LeafyIsHere,disgust,disgust
991,@_mxthew I said that once and my pals ripped me a new arsehole 😊,disgust,disgust
992,That person that #TalksTooMuch it becomes fucking #frustrating &amp; you get #mad but u have to pretend ur interested cos ur a nice person,disgust,disgust
993,They've cleared the warehouse floor at work and there's sooo much beautiful smooth concrete 😭,surprise,surprise
994,I'll control my #anger... if you can manage your #stupidity. #TeamFollowBack #相互フォロー #fact #figuremeout,disgust,disgust
995,@DarHeidemann Not good. Rats nest get rid of them before they chew your wiring $$$$. I also heard they hate the smell of pine sol.,disgust,disgust
996,@republic Inside job so modi can show more tantrums,disgust,disgust
997,"Ask yourself this:\nIf the algae appears to be gone, is it really?\nIs it worth the risk?\n #algae #water #toxic #threat #methane #cancer",anticipation,disgust
998,That morning when you get half-way to work and THEN realize the 4 year old is still in the back seat.  #backtrack,anticipation,surprise
999,@SamLouise112 A child breathing too heavily in china could infuriate you,disgust,disgust
1000,@rohandes Lets see how this goes. We falter in SL and this goes downhill.,anticipation,anticipation
1001,When you put vienesse whirls in the same tub as the horrid cherry Bakewell 😩😭😷 #grim,disgust,disgust
1002,@dawnymock In the vein of 'Is laughter the best medicine? Or even medicinal at all?',anticipation,anticipation
1003,YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM,trust,trust
1004,Me at Start of Semester Expecting = A+\nAfter Mids = B+\nAfter Finals = Passing Marks\n\nThinking to quit MS. 😡,disgust,disgust
1005,On honeymoon in Dubai just logged on for first in about a week for @LFC transfer news and there's nothing 😡 #LFC,disgust,disgust
1006,Isis was not defeated in #Mosul. It just changed its address to #Libya.  #Egypt #Sinai,disgust,disgust
1007,@villodotexe This is the most fucking cursed FEHeroes unit I've ever had the displeasure of seeing,disgust,disgust
1008,Once again up bright &amp; early bc strep has me feeling like someone lit my throat on fire then punched it 50 times before making me eat nails,disgust,disgust
1009,'I'm #angry so I'm going to make you #spend #money on #me.' - @ Me\n#PrimeDay,disgust,disgust
1010,@CHARGERFANRV Ur so flippin funny!!! I love it!!! #burning!!!,anticipation,anticipation
1011,@AppleSupport worst customer service. 3days to get a diagnostic appt?! #disappointing #ittakes3minutestorunadiagnostic,disgust,disgust
1012,I pay #VirginMedia for 200mbps #broadband but am currently only getting 93mbps. #speedtestcli #speedtest  #poorservice #area25 #100023,disgust,disgust
1013,@Kawells00 So bright that kill my heart😂,anticipation,trust
1014,Battery drain &amp; a red hot iPhone (again) 🙁 #iOS11beta3,disgust,disgust
1015,another chunk of #antarctic the size of #wales broke off. The #glee of knowing humans deserve their #extinction. #climatechange,disgust,disgust
1016,"and I don't want to spread it all over my twitter. It's my choice, but I, at least, needed to say this as I don't want to worry people.",anticipation,anticipation
1017,It's an #outrage that airports don't have smoking rooms in the departures area.,disgust,disgust
1018,@kleague_kilt @Takeuchee I never knew the situation was so dire!,disgust,disgust
1019,"@JillFilipovic @facebook That's a fucking outrage. Yeah, the frowny-face rating doesn't exactly cover it.",disgust,disgust
1020,Centre puts entire security apparatus on highest alert following #terror attack on #Amarnath pilgrims.,disgust,disgust
1021,"@NateRosenblatt Everyone in the world uses the word #terror so it serves his own purpose, that's not only in the #GCC the case...",anticipation,anticipation
1022,KEEF\n \n #annoyed! cant make me bursting out it's not a fire tweet makes me and then blocking people in the joints is too,disgust,disgust
1023,"@s_navroop Bholenath ne apna Gussa toh nikaalna hai. Either the government helps take out Terrorism and do HIS work, Or the wrath is on GOVT",disgust,disgust
1024,"Well, my minds officially blown after that #GameOfThrones #GoT #GoTS7e6 #WhiteWalkers #crying",surprise,surprise
1025,"You are responsible for your own happiness. If you expect others to make you happy, you will always be disappointed.",anticipation,anticipation
1026,Looking forward to @CongletonFC playing @FCUnitedMcr tonight. 7.30 start  #comeonthebears,anticipation,anticipation
1027,Hmmmm. Seems we only had 14 punters vote in #S20Cup. 163 followers and only 14 punters at the track. #disappointing :(,disgust,disgust
1028,Real Q abt #DonaldTrumpJr mtg not being asked- did they show him proof of #trumpdossier &amp; threaten to blackmail #resistance #Putinspuppet,disgust,disgust
1029,@bbc5live stand up to #sexism - let people #die for lack of funds - but make sure you stand up against #sexism-are they #mad in #Ludlow,disgust,disgust
1030,"@virginmedia I was just on the phone are twenty minutes with 3 people, non could help and then it cut out your end. What's going on? #awful",disgust,disgust
1031,@serotojin theyre literally trying to find as many ways as possible to offend or annoy every other person in the world,disgust,disgust
1032,If anyone that works in queens or qube manages to find a denim jacket please tell me 🙋🏻😩 #lost #Help #pissed,disgust,disgust
1033,A bitter woman says 'All men are the same'\n\nA wise woman decides to stop choosing the same kind of men.,anticipation,anticipation
1034,work was good for the first half 🙃,anticipation,anticipation
1035,To go back in time to the 1st grade so you can walk up and shove your bully on the playground. Little asshole.\n#StupidReasonsToUseTimeTravel,disgust,disgust
1036,Don't forget to choose #sunshinehorses on #smile this #PrimeDay,anticipation,anticipation
1037,it confuses me how burning man people seem to legitimately think they invented camping,disgust,disgust
1038,Depression sucks #getHelp  ,disgust,disgust
1039,That new Kask aero helmet is grim. Especially in yellow. Looks like a safety hard hat ... #TDF #healthandsafety,disgust,disgust
1040,Nothing joyful has happened to me. My grief and hatred just keep increasing!,disgust,disgust
1041,Great start. Exciting new innovation = new challenges. @VisaSecurity #VSS2017 #brilliance,anticipation,anticipation
1042,No offense but I'm really tired,disgust,disgust
1043,"Not all people are #concern, some are just enjoying seeing people in #miserable.",disgust,disgust
1044,@mjrgxx This pain is restless even if my eyes are closed. I wish I never had won the race as a sperm.,anticipation,anticipation
1045,Studio window open- terrible smell of cooking from somewhere ,disgust,disgust
1046,@KamVTV @Dimplenut How does this sorry excuse\n for a human being George Soros get away with all his #hatred filled #riots #shameful,disgust,disgust
1047,This Lyft Code gives you $50 off ZOOT # Carriage House #glad #Lyft4LIFE,anticipation,anticipation
1048,@thekillers #killerspresale - How is it fair that people have bought multiple tickets and are re-selling them at twice the price? #angry,disgust,disgust
1049,@kamaalrkhan #shows how #irritated @kamaalrkhan #brandkrk is #feeling for his #community #brothers! So #Helpless 🙈🙈🙈 #ShameOnBhakts,disgust,disgust
1050,"You turned my world with a smile, and you take my heart with a kiss",trust,trust
1051,The Audacity of Rampant Government!  #threaten,disgust,disgust
1052,@rizzywashere Ya one time I was like hey daddy queue up with me I can make you wild growth and he was like nice try lulu abuser 😞 ,disgust,disgust
1053,I am so freaking annoyed that he constantly feels the need to be a time in my life where I'd be happy with just one monitor on my PC,disgust,disgust
1054,@YaihraLovesU Oh my lord no I just be letting him hit himself cause he throws himself on the floor and throw tantrums 🤦🏽‍♀️,disgust,disgust
1055,@karenlynnn I'm just a dabbler but I'm very glad to meet you as well. 😊,surprise,surprise
1056,@TommySandhu @bbcasiannetwork tommy you r phenomenal smashed #ajjdin on the mixes #hilarious and #awesome 😜😂😂👍🏻,surprise,surprise
1057,#ItComesAtNight has to be the worst film i have ever seen... Nothing happens is the entire film #shocking #iWantMyMoneyBack #Daylightrobbery,disgust,disgust
1058,"Longing to see Your face, Christ Jesus, I rejoice in the anticipation of Your coming again!",anticipation,anticipation
1059,"@HSaijou dont worry, haters motivate me so i can annoy them more by making more LOL",disgust,disgust
1060,Pretty upset with people bashing @survivetheark! @RoosterTeeth's cast of 'the Know' catering to kids instead of gamers? lost respect..,disgust,disgust
1061,"hoseok was in a state of awe. it was his first time to see something like this, authentic/real after being groomed and growing up in the",anticipation,surprise
1062,@ThinkinOwtLoud 2% then run round like an idiot looking for charger! #panic,disgust,disgust
1063,I'm extra lazy today 😟,disgust,surprise
1064,@kadymcdermottx Here we go can't wait to see how much shit she chats😴 ,disgust,disgust
1065,@SimplyMissYoung @PlayChoices Is it about rabid penguins on a plane,anticipation,anticipation
1066,@narendramodi There should need to take serious action over terrorism sir,disgust,disgust
1067,"@hyde_myself Yes, Mom. That's my alarm XD",anticipation,anticipation
1068,Boom pagod 😡,anticipation,anticipation
1069,@russ_kent @IsabelOakeshott Inexplicably well paid talking head who lectures in impenetrable consultu-speak #dire,disgust,disgust
1070,When your at work and the button comes off your shorts 😐  #fatty,disgust,disgust
1071,@MicheleKihiu Im terrific thanks.\nI hope you managed to get even if it's just 40 winks of 😴. It was a crushing defeat. He was so dejected,anticipation,anticipation
1072,#broke #sadness who is ready to #donate 5$ for me via paypal ?\nSend it to info2drag@gmail.com\n#humans #help #helpmeout #helpme #donate,anticipation,anticipation
1073,"God's help for Israel in Isaiah 41:10, is for u today. Don’t be afraid or discouraged, He's ur God who will strengthen, help &amp; hold u up.",trust,trust
1074,Got a real bad feeling sharing a house with 8 people is going to be a nightmare,disgust,disgust
1075,Here is the message Cnbc is sending they Don't care that Melissa Lee has a horrible smile or a that Joe Kernan needs braces,disgust,disgust
1076,This class makes me fucking angry!,disgust,disgust
1077,Man having sinuses is some of the weakest shit 😡 my face and head still hurting smh,disgust,disgust
1078,Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying,disgust,disgust
1079,@lcgions truuue ! tbh at first i was mad then i started laughing bc they actually tweet about tony more than stevebucky 😂,surprise,surprise
1080,@TheBoldTypeTV But what will the old woman do now? #heartbreaking #layoffs,disgust,disgust
1081,@neiltyson my BF and I just rewatched the episode of #GravityFalls you were and he's fanboying  #YeahScience,surprise,surprise
1082,"@HSBC_HK you are a joke bank. I despair at your complete lack of common sense. The UK however, gets it. WTF is wrong​ with you ?",disgust,disgust
1083,#start my YouTube channel techno ayan please follow friends,anticipation,anticipation
1084,Does #fear of #Missions still have a hold on you? Are you so busy looking for opportunities you cannot see anything else? Matthew 10: 27-33,anticipation,anticipation
1085,@BrocatoWanda You can't make this crap up. Therefore my 😐 response.,disgust,disgust
1086,"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀",anticipation,anticipation
1087,"Christian, Christ is your sacrifice that turns aside the justly deserved wrath of God &amp; justly satisfied Gods righteous demands.",trust,trust
1088,#jeremyvine take a slightly dull subject and makes it so tediously boring you actually want to rip your own throat out!,disgust,disgust
1089,@ShaneMalwa @MajorPoonia @devyanidilli I believe ur mekka n madina also dikling which u kiss. A dark dirty one,anticipation,disgust
1090,@empireofthekop Are we sponsored by #Tango now ? #whopicksthesecolours #youvebeentangoed  #kak,disgust,disgust
1091,"happy birthday girly, hope you have an amazing day :) @kkarlidawson",surprise,surprise
1092,@ttaemnini its been 5 years. i think jongin and taemin also got tired of waiting.. they didnt talk abt it anymore 😠,disgust,disgust
1093,They love and want each other very much but they're timid and egoistical and just... just let your walls down!!!,anticipation,anticipation
1094,"Psalm 95:1-7 O come, let us sing to the Lord; let us make a joyful noise to the rock of our salvation!",trust,trust
